"content_id","user_id","reaction_type","datetime","content_type","category","type","sentiment","score","category_total_score"
"59bb59ce776b4d2885eec0d71c690b6a","0ce03276e5384c96bcae9844fb0628ac","dislike","2021-06-12 23:35:00","audio","animals","dislike","negative",10,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","13c06e7e833d47eba7905e09ccfd8d2c","super love","2020-08-27 17:38:00","audio","animals","super love","positive",75,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","19fa2bc296ab45b699de1995c2bee330","super love","2020-09-21 14:53:00","audio","animals","super love","positive",75,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","2546684f03874c46b19b9a5ddb2ef221","like","2020-08-20 10:30:00","audio","animals","like","positive",50,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","2c32ac39926d4473801f5733222ad74f","interested","2021-01-08 12:29:00","audio","animals","interested","positive",30,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","311d7214711f4f66bc9ae835fa54ffb6","intrigued","2021-03-06 09:50:00","audio","animals","intrigued","positive",45,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","311d7214711f4f66bc9ae835fa54ffb6","super love","2020-08-16 06:25:00","audio","animals","super love","positive",75,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","31d378e79e954e8ab5647fd346027dfe","scared","2021-03-16 20:01:00","audio","animals","scared","negative",15,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","41b0ee0928684c4ba22db533a7fa46af","scared","2021-03-16 15:44:00","audio","animals","scared","negative",15,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","43dc107abd3f4cfe96f78d17ca485bc2","worried","2020-07-19 16:36:00","audio","animals","worried","negative",12,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","49da0743cb4d4c84b6a2537bbe7256d1","super love","2021-04-10 09:23:00","audio","animals","super love","positive",75,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","6e98e5c2b7d74915bb20d01a42d29dee","intrigued","2021-04-30 10:40:00","audio","animals","intrigued","positive",45,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","7d8c8c7777a84743b35f349c0ac07866","indifferent","2021-04-20 04:25:00","audio","animals","indifferent","neutral",20,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","7e263bf1e0364cc89cb89beec89027a3","worried","2020-10-28 02:50:00","audio","animals","worried","negative",12,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","89572273761e46f38b991689d98aac90","interested","2020-08-07 04:01:00","audio","animals","interested","positive",30,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","8f3d5674544d4f70b4c17b9d93371855","worried","2020-12-15 05:27:00","audio","animals","worried","negative",12,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","9ce133dfbd87455996d7a402add824ca","adore","2020-08-24 14:58:00","audio","animals","adore","positive",72,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","9e9c6089692f406cafee50f62c127e9d","heart","2020-11-04 16:30:00","audio","animals","heart","positive",60,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","a559688e3f10436fa25e8ad553eacb89","scared","2020-09-18 05:35:00","audio","animals","scared","negative",15,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","a8229d24f2194930a38224049a8f73bb","adore","2020-08-15 15:27:00","audio","animals","adore","positive",72,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","acbac57754c94476af3ca3241a3f4a19","want","2020-08-06 10:31:00","audio","animals","want","positive",70,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","b4a6b3acb6af45258d597afc00ff279d","peeking","2020-07-02 02:54:00","audio","animals","peeking","neutral",35,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","b7b551bd8cdd44f3aef829bf82b51535","like","2020-07-31 00:06:00","audio","animals","like","positive",50,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","c64c50046ab54faa9fcd8039fe57799d","disgust","2020-11-04 19:08:00","audio","animals","disgust","negative",0,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","d51a34038bab4d88af4fa429c6d8c168","cherish","2021-06-10 19:12:00","audio","animals","cherish","positive",70,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","dab237a2dcc94322a9b6b2d16ee38c78","hate","2020-07-05 04:21:00","audio","animals","hate","negative",5,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","ded166ee173b4a56bc6d464c35709670","intrigued","2021-05-15 02:03:00","audio","animals","intrigued","positive",45,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","e206e31b5f854964b6ead7ee5324def1","adore","2021-01-11 03:34:00","audio","animals","adore","positive",72,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","e2377b94f06a49eda266377c4b07e980","adore","2021-01-17 01:40:00","audio","animals","adore","positive",72,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","e2377b94f06a49eda266377c4b07e980","scared","2021-03-22 09:22:00","audio","animals","scared","negative",15,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","e32722f469b14affb13b8928ea08fd6a","scared","2020-06-24 06:25:00","audio","animals","scared","negative",15,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","e8493c327f6f4e57a691cf0df6f015c9","interested","2021-02-07 12:44:00","audio","animals","interested","positive",30,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","e8849148148249269f28a537630b9ba2","indifferent","2021-04-21 01:10:00","audio","animals","indifferent","neutral",20,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","f2a3b679edc84b0e9793995ef2e100f2","heart","2021-05-24 17:24:00","audio","animals","heart","positive",60,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","f4ed8f9c5eac4d77a206c60afda2921a","disgust","2021-04-10 03:14:00","audio","animals","disgust","negative",0,"65063"
"59bb59ce776b4d2885eec0d71c690b6a","fe0e2711bad04a0a90fab2d9e8c773a8","disgust","2021-06-03 18:43:00","audio","animals","disgust","negative",0,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","15cf43928541422b8957a9c0380c11d9","dislike","2020-09-25 01:03:00","audio","animals","dislike","negative",10,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","2af7f47641b64147aac70bbcb5043895","indifferent","2020-09-30 19:39:00","audio","animals","indifferent","neutral",20,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","2bd9c167e06c47c1a9783403d6724606","hate","2020-07-07 16:43:00","audio","animals","hate","negative",5,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","3956593b7739426ab7a5e841c95a5df9","hate","2020-12-05 11:37:00","audio","animals","hate","negative",5,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","45064aca5e284b1fbe64202fc5e0daba","intrigued","2020-12-18 16:26:00","audio","animals","intrigued","positive",45,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","4eed2f45f0404995a60f472af1ff379a","want","2020-11-25 05:08:00","audio","animals","want","positive",70,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","789b11b496ff4abd8da23da8b12d1e6e","worried","2020-08-09 01:54:00","audio","animals","worried","negative",12,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","8d3661fdd9534c1b857d82b3e34f569e","love","2020-07-27 07:59:00","audio","animals","love","positive",65,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","948f7e9d49bb4770bc9dcb3fb65cca15","interested","2020-08-30 16:45:00","audio","animals","interested","positive",30,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","9e9cf8e7673147dabc0f3a487e835586","heart","2021-05-10 20:15:00","audio","animals","heart","positive",60,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","b1ceae0c016d421fa6f0488a7857f9f6","super love","2020-12-08 20:44:00","audio","animals","super love","positive",75,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","b7b551bd8cdd44f3aef829bf82b51535","worried","2021-04-03 22:15:00","audio","animals","worried","negative",12,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","d1a89d237d1749499e1a637317141f3d","adore","2021-02-22 06:12:00","audio","animals","adore","positive",72,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","de39bbda66a84c52835a7a104cf7f081","peeking","2021-01-28 12:19:00","audio","animals","peeking","neutral",35,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","ed5e167594a8482c8b431b9bb71d0495","intrigued","2021-02-08 12:19:00","audio","animals","intrigued","positive",45,"65063"
"5efb3710c34d4dc484dd31cd8c5d9c30","eff1e86a8ede4a41818b9442e3181ee3","super love","2021-01-21 21:44:00","audio","animals","super love","positive",75,"65063"
"6199f5cacc02410da408e034946de162","054b5d2a7ee349c8912a1cf58389ae60","like","2021-03-04 00:11:00","video","animals","like","positive",50,"65063"
"6199f5cacc02410da408e034946de162","18c56602937e4ff3bc6c43f0b14212ca","heart","2020-10-27 23:23:00","video","animals","heart","positive",60,"65063"
"6199f5cacc02410da408e034946de162","1ebc46faedd34decbb45c124daf83512","dislike","2020-09-01 07:17:00","video","animals","dislike","negative",10,"65063"
"6199f5cacc02410da408e034946de162","23cc47ffe5cd4915828d258aefce5a14","indifferent","2021-06-09 03:11:00","video","animals","indifferent","neutral",20,"65063"
"6199f5cacc02410da408e034946de162","2a41e6284cc54765af2e8b3dec750c0b","want","2021-04-06 09:09:00","video","animals","want","positive",70,"65063"
"6199f5cacc02410da408e034946de162","3a80467c0f1f49cab9041938ea2177a9","want","2020-06-30 16:53:00","video","animals","want","positive",70,"65063"
"6199f5cacc02410da408e034946de162","5b62e10e3c194d28a57ce9bdc3d6758d","like","2021-02-14 20:37:00","video","animals","like","positive",50,"65063"
"6199f5cacc02410da408e034946de162","5d454588283d459d915dc48a2cb4c27f","interested","2021-01-25 04:45:00","video","animals","interested","positive",30,"65063"
"6199f5cacc02410da408e034946de162","69527334c36247df87fc5e2b5e2605e5","adore","2020-12-10 17:16:00","video","animals","adore","positive",72,"65063"
"6199f5cacc02410da408e034946de162","6978b891dea242178bc847d5aa25e743","interested","2020-08-22 03:33:00","video","animals","interested","positive",30,"65063"
"6199f5cacc02410da408e034946de162","78703a698edc458fb0fc85d96501dcdc","hate","2021-02-15 17:49:00","video","animals","hate","negative",5,"65063"
"6199f5cacc02410da408e034946de162","7b7b58252ae1411999a7e638f13267a0","disgust","2020-08-04 23:23:00","video","animals","disgust","negative",0,"65063"
"6199f5cacc02410da408e034946de162","92c3576c863442a880056e1ff8c207e8","disgust","2021-04-09 00:41:00","video","animals","disgust","negative",0,"65063"
"6199f5cacc02410da408e034946de162","948f7e9d49bb4770bc9dcb3fb65cca15","love","2020-10-18 01:21:00","video","animals","love","positive",65,"65063"
"6199f5cacc02410da408e034946de162","ce7c338ccad4408f895b510ca73a388b","dislike","2020-07-24 07:41:00","video","animals","dislike","negative",10,"65063"
"6199f5cacc02410da408e034946de162","d16ed6bfd35e463b92b0393ee67e220c","disgust","2020-11-17 07:00:00","video","animals","disgust","negative",0,"65063"
"6199f5cacc02410da408e034946de162","de050611e92643bbb1ea502d8bd25bfc","dislike","2020-12-22 02:00:00","video","animals","dislike","negative",10,"65063"
"6199f5cacc02410da408e034946de162","e8849148148249269f28a537630b9ba2","cherish","2021-05-05 19:53:00","video","animals","cherish","positive",70,"65063"
"6199f5cacc02410da408e034946de162","ec2729db9794466e93baa19402e16bef","worried","2021-01-12 10:27:00","video","animals","worried","negative",12,"65063"
"6199f5cacc02410da408e034946de162","ed1c744d85614b41b83c7bf554fbca97","scared","2020-07-16 15:04:00","video","animals","scared","negative",15,"65063"
"6199f5cacc02410da408e034946de162","f62c96d85b1e45c68a65b36a9387827d","interested","2020-08-09 14:26:00","video","animals","interested","positive",30,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","002cd82410f2447c8d1c940325a1cdf4","love","2021-04-18 22:13:00","photo","animals","love","positive",65,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","1582dac6ebec43eda34a1a202ca72627","indifferent","2020-09-18 14:50:00","photo","animals","indifferent","neutral",20,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","15c2ba5beeb64d9ba0e27d5461a21c0a","scared","2020-08-19 03:52:00","photo","animals","scared","negative",15,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","163daa388b7748c99af637a6c1447ac2","hate","2020-10-18 00:02:00","photo","animals","hate","negative",5,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","241d5c6e06c7491bb23ef8d6ddc0240a","peeking","2020-06-28 07:02:00","photo","animals","peeking","neutral",35,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","289044c8e74c4814898ab3b5eba6e46e","hate","2020-10-18 19:06:00","photo","animals","hate","negative",5,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","306662a5e17a44a4bb67cc858ae1dccd","disgust","2020-09-20 18:23:00","photo","animals","disgust","negative",0,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","31cfc138cec04176bd6d79c4cadbb1d4","disgust","2021-04-06 20:48:00","photo","animals","disgust","negative",0,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","34e8add9020647fda501037b994650a2","hate","2021-01-11 14:58:00","photo","animals","hate","negative",5,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","4baf648a0ad5412d82505a0ff9289fbf","scared","2021-02-28 00:16:00","photo","animals","scared","negative",15,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","4ef2c812b1524a72a443f4ff787d7b0d","interested","2020-11-10 05:03:00","photo","animals","interested","positive",30,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","596342af637945518379f4b805f9d576","super love","2021-05-27 21:10:00","photo","animals","super love","positive",75,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","76cb4dbe774849ab81796e3f3b840dd6","cherish","2021-04-22 17:31:00","photo","animals","cherish","positive",70,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","7e263bf1e0364cc89cb89beec89027a3","indifferent","2021-06-14 14:11:00","photo","animals","indifferent","neutral",20,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","8298747d33c8441c9c5aa6cf648c95d8","super love","2020-08-27 00:31:00","photo","animals","super love","positive",75,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","85503a94e733486e989e12ff9b59f2d3","peeking","2021-06-14 07:10:00","photo","animals","peeking","neutral",35,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","85eca06eb8db4fd9b083da47572c40b2","heart","2020-11-16 17:39:00","photo","animals","heart","positive",60,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","91bec0aba8d4421eb333e511c7c6f9a0","peeking","2020-06-28 23:30:00","photo","animals","peeking","neutral",35,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","91dbe08262c34bfd97217c94be3a3d32","heart","2021-02-09 21:34:00","photo","animals","heart","positive",60,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","94bf7864a52e405ea7299702bf79c234","adore","2020-11-28 19:29:00","photo","animals","adore","positive",72,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","9bb5d0840b28435285915b5a4efecdf0","hate","2020-11-18 22:20:00","photo","animals","hate","negative",5,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","9e9cf8e7673147dabc0f3a487e835586","disgust","2020-08-21 02:21:00","photo","animals","disgust","negative",0,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","a483c273aee544bc883ed6963157aa4c","dislike","2020-11-06 11:47:00","photo","animals","dislike","negative",10,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","a8229d24f2194930a38224049a8f73bb","love","2020-08-16 19:39:00","photo","animals","love","positive",65,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","b09e31252162443bbea025895b7605bc","adore","2021-04-25 05:25:00","photo","animals","adore","positive",72,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","b4a6b3acb6af45258d597afc00ff279d","hate","2021-04-27 09:08:00","photo","animals","hate","negative",5,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","b8c653b501184d7e9bde07c2de90f0ff","indifferent","2021-03-25 05:13:00","photo","animals","indifferent","neutral",20,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","ce9b41f4625e486883d16b53767a8af5","want","2021-01-14 20:06:00","photo","animals","want","positive",70,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","dd1183453ba648009686d5479fee403d","hate","2021-05-30 19:45:00","photo","animals","hate","negative",5,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","de39bbda66a84c52835a7a104cf7f081","hate","2021-04-16 08:12:00","photo","animals","hate","negative",5,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","f73a01fe444d4b948d0e4ec2cb97495b","peeking","2021-02-12 09:52:00","photo","animals","peeking","neutral",35,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","fa16aabbfac34310b19cce7021eb825b","super love","2021-05-16 22:34:00","photo","animals","super love","positive",75,"65063"
"6519b8ec12534f918abb3c5a04eccd2b","fe37b2b4ee094cafaff5fd15f6f083a1","cherish","2020-07-24 05:45:00","photo","animals","cherish","positive",70,"65063"
"674507f9c555487689c7c06b6db561c0","07f4dcd02bf34f219da3b054b511ae00","scared","2021-05-01 21:53:00","audio","animals","scared","negative",15,"65063"
"674507f9c555487689c7c06b6db561c0","109782f941414d5a826f9a4ea672f65b","interested","2021-01-01 17:06:00","audio","animals","interested","positive",30,"65063"
"674507f9c555487689c7c06b6db561c0","168e6d970b9c45d0ba57cabc8c60d428","hate","2021-02-20 06:13:00","audio","animals","hate","negative",5,"65063"
"674507f9c555487689c7c06b6db561c0","20d507a0fdba4c04a30cbd18273accdc","super love","2020-12-26 15:26:00","audio","animals","super love","positive",75,"65063"
"674507f9c555487689c7c06b6db561c0","317c70d5fe654663afb1150108e0e55c","cherish","2020-12-09 04:55:00","audio","animals","cherish","positive",70,"65063"
"674507f9c555487689c7c06b6db561c0","317c70d5fe654663afb1150108e0e55c","heart","2021-06-08 07:01:00","audio","animals","heart","positive",60,"65063"
"674507f9c555487689c7c06b6db561c0","34e8add9020647fda501037b994650a2","cherish","2021-05-24 17:09:00","audio","animals","cherish","positive",70,"65063"
"674507f9c555487689c7c06b6db561c0","374634b7aead4f2f9303c15f456c4094","heart","2020-12-25 00:38:00","audio","animals","heart","positive",60,"65063"
"674507f9c555487689c7c06b6db561c0","3d13e0d3e765406592213f864689b9e0","indifferent","2021-04-05 20:27:00","audio","animals","indifferent","neutral",20,"65063"
"674507f9c555487689c7c06b6db561c0","5538013113c64a5c8826ead0ea8895cc","super love","2021-06-04 17:17:00","audio","animals","super love","positive",75,"65063"
"674507f9c555487689c7c06b6db561c0","5b3b843e7c664eac82b68d6f7a19277c","love","2020-08-13 18:01:00","audio","animals","love","positive",65,"65063"
"674507f9c555487689c7c06b6db561c0","6e9c7f30264a4aa0b3ac36e852d10906","disgust","2020-11-25 01:40:00","audio","animals","disgust","negative",0,"65063"
"674507f9c555487689c7c06b6db561c0","80c9ce4846f94f5eb3ca3b698fc2e949","scared","2021-05-02 01:36:00","audio","animals","scared","negative",15,"65063"
"674507f9c555487689c7c06b6db561c0","8298747d33c8441c9c5aa6cf648c95d8","hate","2020-08-01 11:03:00","audio","animals","hate","negative",5,"65063"
"674507f9c555487689c7c06b6db561c0","83f8edc690b14f96a80bd6aa74103610","disgust","2020-11-24 21:06:00","audio","animals","disgust","negative",0,"65063"
"674507f9c555487689c7c06b6db561c0","8d3661fdd9534c1b857d82b3e34f569e","worried","2020-11-26 13:04:00","audio","animals","worried","negative",12,"65063"
"674507f9c555487689c7c06b6db561c0","92c3576c863442a880056e1ff8c207e8","disgust","2020-11-03 11:55:00","audio","animals","disgust","negative",0,"65063"
"674507f9c555487689c7c06b6db561c0","92c3576c863442a880056e1ff8c207e8","heart","2021-03-09 16:20:00","audio","animals","heart","positive",60,"65063"
"674507f9c555487689c7c06b6db561c0","a90c3ed27c6447c39da5b10d05f6f9f2","heart","2021-06-11 11:02:00","audio","animals","heart","positive",60,"65063"
"674507f9c555487689c7c06b6db561c0","b3e7332836384913b7ae3a6a64c1cd62","intrigued","2020-12-13 08:07:00","audio","animals","intrigued","positive",45,"65063"
"674507f9c555487689c7c06b6db561c0","bbe8f83caf9c4dabb5fa7925822e450d","cherish","2021-05-25 10:06:00","audio","animals","cherish","positive",70,"65063"
"674507f9c555487689c7c06b6db561c0","c5d0487987bd49509e63334382ef53af","cherish","2021-05-30 06:42:00","audio","animals","cherish","positive",70,"65063"
"674507f9c555487689c7c06b6db561c0","c64c50046ab54faa9fcd8039fe57799d","worried","2021-04-28 01:20:00","audio","animals","worried","negative",12,"65063"
"674507f9c555487689c7c06b6db561c0","ddd079a800dd4aab955111961171db16","want","2021-04-22 05:45:00","audio","animals","want","positive",70,"65063"
"674507f9c555487689c7c06b6db561c0","ef56931b540b4166909073ae48ac8d97","disgust","2020-06-26 09:34:00","audio","animals","disgust","negative",0,"65063"
"674507f9c555487689c7c06b6db561c0","f11e8adfa5504e7aab81dbccd952dff8","like","2021-01-13 11:17:00","audio","animals","like","positive",50,"65063"
"674507f9c555487689c7c06b6db561c0","f73a01fe444d4b948d0e4ec2cb97495b","cherish","2021-02-24 21:09:00","audio","animals","cherish","positive",70,"65063"
"674507f9c555487689c7c06b6db561c0","ffdb3615516c422faa24a137e3027d3a","intrigued","2020-07-16 11:31:00","audio","animals","intrigued","positive",45,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","054b5d2a7ee349c8912a1cf58389ae60","scared","2021-01-03 06:41:00","audio","animals","scared","negative",15,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","132b140716fa48f881123e426974bbb7","love","2021-01-10 08:19:00","audio","animals","love","positive",65,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","18421d976f864d21a7b1dcc57dd8be76","intrigued","2020-10-08 03:18:00","audio","animals","intrigued","positive",45,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","1e571af51796424cb744a925897d44a3","interested","2021-02-19 16:47:00","audio","animals","interested","positive",30,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","1e571af51796424cb744a925897d44a3","love","2020-10-09 10:59:00","audio","animals","love","positive",65,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","241d5c6e06c7491bb23ef8d6ddc0240a","dislike","2021-03-09 07:02:00","audio","animals","dislike","negative",10,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","289044c8e74c4814898ab3b5eba6e46e","hate","2021-02-06 08:40:00","audio","animals","hate","negative",5,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","2ab641a86ad44d1a8511d87ff5346773","indifferent","2021-01-16 18:34:00","audio","animals","indifferent","neutral",20,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","2f112802250145b5a9d9470cda6ef23e","adore","2020-08-06 03:53:00","audio","animals","adore","positive",72,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","334e2fe86f2c424c8ed512c99f048722","dislike","2020-11-25 00:32:00","audio","animals","dislike","negative",10,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","3d5f257e556b4e19b127977bc5c4daed","dislike","2021-01-08 14:53:00","audio","animals","dislike","negative",10,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","3f218ab6a2884ee8affc3d02a9cbff5f","interested","2020-09-09 21:15:00","audio","animals","interested","positive",30,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","41cd692abe3c4acda2c8184586bdc180","disgust","2020-08-01 05:24:00","audio","animals","disgust","negative",0,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","427fa55b7f494981bcd759fee8efb512","super love","2021-05-21 06:32:00","audio","animals","super love","positive",75,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","5fbf758a376b472c8acaa87ff1db3e6d","disgust","2020-12-07 04:02:00","audio","animals","disgust","negative",0,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","6053d7e547da41568b7cdacf23a0e660","indifferent","2020-09-17 16:04:00","audio","animals","indifferent","neutral",20,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","66663a0d856f487fa2a2258af21ab3e5","like","2021-04-13 02:35:00","audio","animals","like","positive",50,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","6e98e5c2b7d74915bb20d01a42d29dee","intrigued","2021-06-03 12:10:00","audio","animals","intrigued","positive",45,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","6e9c7f30264a4aa0b3ac36e852d10906","like","2020-08-20 03:18:00","audio","animals","like","positive",50,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","72d2587e8fae4626a73d352e6465ba0f","cherish","2021-05-22 06:32:00","audio","animals","cherish","positive",70,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","80c9ce4846f94f5eb3ca3b698fc2e949","interested","2021-02-14 01:19:00","audio","animals","interested","positive",30,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","8c9c5ee79c8c4842bbd11d1e51da8164","want","2021-04-28 22:02:00","audio","animals","want","positive",70,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","93dd80c04ff242ed99491621b0a68c63","interested","2020-10-29 17:23:00","audio","animals","interested","positive",30,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","9a84c667c91347cebe690f847dbfe0db","intrigued","2020-08-06 19:58:00","audio","animals","intrigued","positive",45,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","9e9c6089692f406cafee50f62c127e9d","hate","2020-07-11 09:00:00","audio","animals","hate","negative",5,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","9fb4ce88fac1406c85441a899cee7aaf","indifferent","2021-06-08 03:54:00","audio","animals","indifferent","neutral",20,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","ab9a4d703ae448d6b161c18bd687c3b4","cherish","2020-12-06 18:03:00","audio","animals","cherish","positive",70,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","b09e31252162443bbea025895b7605bc","adore","2021-04-11 12:32:00","audio","animals","adore","positive",72,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","b473e898b7b04a57959d484bf4cc4483","worried","2020-12-19 10:34:00","audio","animals","worried","negative",12,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","b7e4b0607b74408fb7d767a5e1dbfce3","adore","2020-11-18 10:01:00","audio","animals","adore","positive",72,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","b7fb20284cfc440ba1b14101f12f7abe","peeking","2020-07-12 20:23:00","audio","animals","peeking","neutral",35,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","b827588c31b247f3916aa1dbf7987f50","want","2020-11-18 02:17:00","audio","animals","want","positive",70,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","beb1f34e787046d69fc72e12eb83ce43","indifferent","2020-07-24 18:07:00","audio","animals","indifferent","neutral",20,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","c64c50046ab54faa9fcd8039fe57799d","dislike","2021-03-13 21:08:00","audio","animals","dislike","negative",10,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","c76c339388e247b0ac37dc4f2053f5a5","heart","2020-11-13 03:21:00","audio","animals","heart","positive",60,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","c7b6e3741bef48c38222cc231dbd5cce","like","2020-11-21 01:21:00","audio","animals","like","positive",50,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","cfe504817c5048fa97fa89b6f137e1bd","heart","2021-06-13 21:52:00","audio","animals","heart","positive",60,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","d56c9d877d564a5ea0e8bbc4ddc3242c","interested","2020-09-27 23:18:00","audio","animals","interested","positive",30,"65063"
"6b2db46ff7334b56af090ed7bb232ed4","de050611e92643bbb1ea502d8bd25bfc","disgust","2020-11-27 17:11:00","audio","animals","disgust","negative",0,"65063"
